NDC Description,NDC,NADAC Per Unit,Effective Date,Pricing Unit,Pharmacy Type Indicator,OTC,Explanation Code,Classification for Rate Setting,Corresponding Generic Drug NADAC Per Unit,Corresponding Generic Drug Effective Date,As of Date
RELPAX 40 MG TABLET,49234005,77.09337,01/22/2025,EA,C/I,N,1,B,2.03277,01/22/2025,01/22/2025
RELPAX 40 MG TABLET,49234045,77.09337,01/22/2025,EA,C/I,N,1,B,2.03277,01/22/2025,01/22/2025
RELPAX 40 MG TABLET,49234079,77.09337,01/22/2025,EA,C/I,N,1,B,2.03277,01/22/2025,01/22/2025
RELPAX 40 MG TABLET,58151036832,77.09337,01/22/2025,EA,C/I,N,1,B,2.03277,01/22/2025,01/22/2025
RELPAX 40 MG TABLET,58151036856,77.09337,01/22/2025,EA,C/I,N,1,B,2.03277,01/22/2025,01/22/2025
REMERON 15 MG TABLET,78206016001,6.18471,01/01/2025,EA,C/I,N,2,B,0.06647,01/22/2025,01/22/2025
REMERON 30 MG TABLET,78206016101,6.37698,01/01/2025,EA,C/I,N,2,B,0.08036,01/22/2025,01/22/2025
RENVELA 0.8 GM POWDER PACKET,58468013201,17.15578,01/22/2025,EA,C/I,N,1,B,1.4967,01/22/2025,01/22/2025
RENVELA 0.8 GM POWDER PACKET,58468013202,17.15578,01/22/2025,EA,C/I,N,1,B,1.4967,01/22/2025,01/22/2025
RENVELA 2.4 GM POWDER PACKET,58468013101,17.17028,01/22/2025,EA,C/I,N,1,B,1.4524,01/22/2025,01/22/2025
RENVELA 2.4 GM POWDER PACKET,58468013102,17.17028,01/22/2025,EA,C/I,N,1,B,1.4524,01/22/2025,01/22/2025
RENVELA 800 MG TABLET,58468013001,5.71491,01/22/2025,EA,C/I,N,1,B,0.19896,01/22/2025,01/22/2025
RENVELA 800 MG TABLET,58468013301,5.71491,01/22/2025,EA,C/I,N,1,B,0.19896,01/22/2025,01/22/2025
RESTASIS 0.05% EYE EMULSION,23916330,10.32292,01/22/2025,EA,C/I,N,"1, 5",B,2.28354,01/22/2025,01/22/2025
RESTASIS 0.05% EYE EMULSION,23916360,10.33383,01/22/2025,EA,C/I,N,"1, 5",B,2.02669,01/22/2025,01/22/2025
RETIN-A 0.01% GEL,187517245,0.95587,01/22/2025,GM,C/I,N,"1, 5",B,1.91522,01/22/2025,01/22/2025
RETIN-A 0.01% GEL,187517215,0.96078,01/22/2025,GM,C/I,N,"1, 5",B,2.91504,01/22/2025,01/22/2025
RETIN-A 0.025% CREAM,187516020,0.71981,01/22/2025,GM,C/I,N,"1, 5",B,0.75289,01/22/2025,01/22/2025
RETIN-A 0.025% CREAM,187516045,0.72002,01/22/2025,GM,C/I,N,"1, 5",B,0.71395,01/22/2025,01/22/2025
RETIN-A 0.025% GEL,187517015,0.95965,01/22/2025,GM,C/I,N,"1, 5",B,2.89121,01/22/2025,01/22/2025
RETIN-A 0.025% GEL,187517045,0.9603,01/22/2025,GM,C/I,N,"1, 5",B,1.90009,01/22/2025,01/22/2025
RETIN-A 0.05% CREAM,187516245,0.71986,01/22/2025,GM,C/I,N,"1, 5",B,1.29363,01/22/2025,01/22/2025
RETIN-A 0.05% CREAM,187516220,0.72038,01/22/2025,GM,C/I,N,"1, 5",B,1.40773,01/22/2025,01/22/2025
RETIN-A 0.1% CREAM,187516445,0.95953,01/22/2025,GM,C/I,N,"1, 5",B,1.06979,01/22/2025,01/22/2025
RETIN-A 0.1% CREAM,187516420,0.9604,01/22/2025,GM,C/I,N,"1, 5",B,1.31001,01/22/2025,01/22/2025
RETIN-A MICRO PUMP 0.08% GEL,187514850,17.33159,01/22/2025,GM,C/I,N,"1, 5",B,10.35368,01/22/2025,01/22/2025
REVATIO 10 MG/ML ORAL SUSP,69033621,88.22406,09/18/2024,ML,C/I,N,"4, 5",B,0.61313,01/22/2025,01/22/2025
RISPERDAL 0.5 MG TABLET,50458030201,4.42319,01/22/2025,EA,C/I,N,1,B,0.03817,01/22/2025,01/22/2025
RISPERDAL 0.5 MG TABLET,50458030206,4.42319,01/22/2025,EA,C/I,N,1,B,0.03817,01/22/2025,01/22/2025
RISPERDAL 1 MG TABLET,50458030001,4.70874,01/22/2025,EA,C/I,N,1,B,0.04033,01/22/2025,01/22/2025
RISPERDAL 1 MG TABLET,50458030006,4.70874,01/22/2025,EA,C/I,N,1,B,0.04033,01/22/2025,01/22/2025
RISPERDAL 1 MG/ML SOLUTION,50458030503,5.2572,01/22/2025,ML,C/I,N,"1, 5",B,0.50571,01/22/2025,01/22/2025
RISPERDAL 2 MG TABLET,50458032001,7.8402,01/22/2025,EA,C/I,N,1,B,0.04782,01/22/2025,01/22/2025
RISPERDAL 2 MG TABLET,50458032006,7.8402,01/22/2025,EA,C/I,N,1,B,0.04782,01/22/2025,01/22/2025
RISPERDAL 3 MG TABLET,50458033001,9.22917,01/22/2025,EA,C/I,N,1,B,0.05786,01/22/2025,01/22/2025
RISPERDAL 3 MG TABLET,50458033006,9.22917,01/22/2025,EA,C/I,N,1,B,0.05786,01/22/2025,01/22/2025
RISPERDAL 4 MG TABLET,50458035001,12.39688,01/22/2025,EA,C/I,N,1,B,0.0795,01/22/2025,01/22/2025
RISPERDAL 4 MG TABLET,50458035006,12.39688,01/22/2025,EA,C/I,N,1,B,0.0795,01/22/2025,01/22/2025
RISPERDAL CONSTA 25 MG VIAL,50458030611,620.59695,01/03/2025,EA,C/I,N,"2, 5",B,472.30813,01/22/2025,01/22/2025
RISPERDAL CONSTA 37.5 MG VIAL,50458030711,930.28193,01/03/2025,EA,C/I,N,"2, 5",B,705.00065,01/22/2025,01/22/2025
RISPERDAL CONSTA 50 MG VIAL,50458030811,1239.26162,01/03/2025,EA,C/I,N,"2, 5",B,962.83093,01/22/2025,01/22/2025
RITALIN 10 MG TABLET,78044005,1.13724,12/18/2024,EA,C/I,N,4,B,0.15808,01/22/2025,01/22/2025
RITALIN 20 MG TABLET,78044105,1.64042,12/18/2024,EA,C/I,N,4,B,0.21496,01/22/2025,01/22/2025
RITALIN 5 MG TABLET,78043905,0.79921,01/22/2025,EA,C/I,N,1,B,0.11628,01/22/2025,01/22/2025
RITALIN LA 10 MG CAPSULE,78042405,12.11984,01/22/2025,EA,C/I,N,1,B,3.95557,01/22/2025,01/22/2025
RITALIN LA 20 MG CAPSULE,78037005,12.10395,01/22/2025,EA,C/I,N,1,B,2.43291,01/22/2025,01/22/2025
RITALIN LA 30 MG CAPSULE,78037105,12.41983,01/22/2025,EA,C/I,N,1,B,1.9603,01/22/2025,01/22/2025
RITALIN LA 40 MG CAPSULE,78037205,12.69228,01/22/2025,EA,C/I,N,1,B,1.87447,01/22/2025,01/22/2025
ROXICODONE 15 MG TABLET,23635058110,4.99118,01/22/2025,EA,C/I,N,1,B,0.18085,01/22/2025,01/22/2025
ROXICODONE 30 MG TABLET,23635058210,9.83479,01/22/2025,EA,C/I,N,1,B,0.32567,01/22/2025,01/22/2025
ROZEREM 8 MG TABLET,64764080510,12.38583,01/22/2025,EA,C/I,N,1,B,0.63257,01/22/2025,01/22/2025
ROZEREM 8 MG TABLET,64764080530,12.38583,01/22/2025,EA,C/I,N,1,B,0.63257,01/22/2025,01/22/2025
SANDIMMUNE 25 MG CAPSULE,78024015,4.2915,01/14/2025,EA,C/I,N,3,B,2.69812,01/22/2025,01/22/2025
SANDIMMUNE 25 MG CAPSULE,78024061,4.2915,01/14/2025,EA,C/I,N,3,B,2.69812,01/22/2025,01/22/2025
SAPHRIS 10 MG TAB SUBLINGUAL,456241060,20.21298,01/02/2025,EA,C/I,N,2,B,2.31227,01/22/2025,01/22/2025
SAPHRIS 2.5 MG TAB SUBLINGUAL,456240206,20.09824,01/02/2025,EA,C/I,N,2,B,2.61534,01/22/2025,01/22/2025
SAPHRIS 2.5 MG TAB SUBLINGUAL,456240260,20.09824,01/02/2025,EA,C/I,N,2,B,2.61534,01/22/2025,01/22/2025
SAPHRIS 5 MG TAB SUBLINGUAL,456240506,20.12485,01/02/2025,EA,C/I,N,2,B,2.05378,01/22/2025,01/22/2025
SAPHRIS 5 MG TAB SUBLINGUAL,456240560,20.12485,01/02/2025,EA,C/I,N,2,B,2.05378,01/22/2025,01/22/2025
SELZENTRY 150 MG TABLET,49702022318,27.9711,01/22/2025,EA,C/I,N,1,B,22.37607,01/22/2025,01/22/2025
SELZENTRY 300 MG TABLET,49702022418,28.01983,01/22/2025,EA,C/I,N,1,B,18.94321,01/22/2025,01/22/2025
SENOKOT 8.6 MG TABLET,67618030010,0.24266,01/22/2025,EA,C/I,Y,"1, 6",B,0.02325,01/22/2025,01/22/2025
SENOKOT 8.6 MG TABLET,67618030020,0.24266,01/22/2025,EA,C/I,Y,"1, 6",B,0.02325,01/22/2025,01/22/2025
SENOKOT 8.6 MG TABLET,67618030050,0.24266,01/22/2025,EA,C/I,Y,"1, 6",B,0.02325,01/22/2025,01/22/2025
SENOKOT-S TABLET,67618031001,0.40732,01/22/2025,EA,C/I,Y,"1, 6",B,0.0286,01/22/2025,01/22/2025
SENOKOT-S TABLET,67618031030,0.40732,01/22/2025,EA,C/I,Y,"1, 6",B,0.0286,01/22/2025,01/22/2025
SENOKOT-S TABLET,67618031060,0.40732,01/22/2025,EA,C/I,Y,"1, 6",B,0.0286,01/22/2025,01/22/2025
SENSIPAR 30 MG TABLET,55513007330,25.83967,12/18/2024,EA,C/I,N,4,B,0.28679,01/22/2025,01/22/2025
SEROQUEL 100 MG TABLET,310027110,6.40723,01/22/2025,EA,C/I,N,1,B,0.04581,01/22/2025,01/22/2025
SEROQUEL 200 MG TABLET,310027210,11.95313,01/22/2025,EA,C/I,N,1,B,0.09209,01/22/2025,01/22/2025
SEROQUEL 25 MG TABLET,310027510,3.72534,01/22/2025,EA,C/I,N,1,B,0.02834,01/22/2025,01/22/2025
SEROQUEL 300 MG TABLET,310027460,15.7779,01/22/2025,EA,C/I,N,1,B,0.1337,01/22/2025,01/22/2025
SEROQUEL 400 MG TABLET,310027910,18.56581,01/22/2025,EA,C/I,N,1,B,0.16222,01/22/2025,01/22/2025
SEROQUEL 50 MG TABLET,310027810,6.12783,01/22/2025,EA,C/I,N,1,B,0.03271,01/22/2025,01/22/2025
SEROQUEL XR 150 MG TABLET,310028160,14.20268,01/22/2025,EA,C/I,N,1,B,0.18248,01/22/2025,01/22/2025
SEROQUEL XR 200 MG TABLET,310028260,15.52177,11/20/2024,EA,C/I,N,4,B,0.21833,01/22/2025,01/22/2025
SEROQUEL XR 300 MG TABLET,310028360,20.42679,01/22/2025,EA,C/I,N,1,B,0.23943,01/22/2025,01/22/2025
SEROQUEL XR 400 MG TABLET,310028460,24.00897,01/22/2025,EA,C/I,N,1,B,0.30178,01/22/2025,01/22/2025
SEROQUEL XR 50 MG TABLET,310028060,7.90007,01/22/2025,EA,C/I,N,1,B,0.10781,01/22/2025,01/22/2025
SILVADENE 1% CREAM,61570013150,0.21802,01/22/2025,GM,C/I,N,"1, 5",B,0.12997,01/22/2025,01/22/2025
SILVADENE 1% CREAM,61570013155,0.21802,01/22/2025,GM,C/I,N,"1, 5",B,0.12997,01/22/2025,01/22/2025
SILVADENE 1% CREAM,61570013185,0.27464,01/22/2025,GM,C/I,N,"1, 5",B,0.12625,01/22/2025,01/22/2025
SILVADENE 1% CREAM,61570013120,0.4237,01/22/2025,GM,C/I,N,"1, 5",B,0.2452,01/22/2025,01/22/2025
SINEMET 25-100 MG TABLET,78206016801,1.35601,01/01/2025,EA,C/I,N,2,B,0.07629,01/22/2025,01/22/2025
SINGULAIR 10 MG TABLET,78206017201,8.81776,01/01/2025,EA,C/I,N,2,B,0.04855,01/22/2025,01/22/2025
SINGULAIR 10 MG TABLET,78206017202,8.81776,01/01/2025,EA,C/I,N,2,B,0.04855,01/22/2025,01/22/2025
SINGULAIR 5 MG TABLET CHEW,78206017301,8.83248,01/01/2025,EA,C/I,N,2,B,0.06909,01/22/2025,01/22/2025
SOMA 350 MG TABLET,37200101,10.851,01/07/2025,EA,C/I,N,2,B,0.06098,01/22/2025,01/22/2025
SPIRIVA HANDIHALER 18 MCG CAP,597007541,10.63128,01/01/2025,EA,C/I,N,"2, 5",B,12.00217,01/22/2025,01/22/2025
STRATTERA 10 MG CAPSULE,2322730,12.66775,01/22/2025,EA,C/I,N,1,B,0.39059,01/22/2025,01/22/2025
STRATTERA 100 MG CAPSULE,2325130,14.77244,01/22/2025,EA,C/I,N,1,B,0.52265,01/22/2025,01/22/2025
STRATTERA 18 MG CAPSULE,2323830,12.64549,01/22/2025,EA,C/I,N,1,B,0.44746,01/22/2025,01/22/2025
STRATTERA 25 MG CAPSULE,2322830,12.61481,01/22/2025,EA,C/I,N,1,B,0.37074,01/22/2025,01/22/2025
STRATTERA 40 MG CAPSULE,2322930,13.70315,01/22/2025,EA,C/I,N,1,B,0.54802,01/22/2025,01/22/2025
STRATTERA 60 MG CAPSULE,2323930,13.71038,01/22/2025,EA,C/I,N,1,B,0.51973,01/22/2025,01/22/2025
STRATTERA 80 MG CAPSULE,2325030,14.77719,01/22/2025,EA,C/I,N,1,B,0.54756,01/22/2025,01/22/2025
STROMECTOL 3 MG TABLET,6003220,4.4325,01/22/2025,EA,C/I,N,1,B,3.2633,01/22/2025,01/22/2025
SUBOXONE 12 MG-3 MG SL FILM,12496121201,17.23633,01/22/2025,EA,C/I,N,1,B,4.35146,01/22/2025,01/22/2025
SUBOXONE 12 MG-3 MG SL FILM,12496121203,17.23633,01/22/2025,EA,C/I,N,1,B,4.35146,01/22/2025,01/22/2025
SUBOXONE 2 MG-0.5 MG SL FILM,12496120201,4.80452,01/22/2025,EA,C/I,N,1,B,1.60806,01/22/2025,01/22/2025
SUBOXONE 2 MG-0.5 MG SL FILM,12496120203,4.80452,01/22/2025,EA,C/I,N,1,B,1.60806,01/22/2025,01/22/2025
SUBOXONE 4 MG-1 MG SL FILM,12496120401,8.59965,01/22/2025,EA,C/I,N,1,B,2.84989,01/22/2025,01/22/2025
SUBOXONE 4 MG-1 MG SL FILM,12496120403,8.59965,01/22/2025,EA,C/I,N,1,B,2.84989,01/22/2025,01/22/2025
SUBOXONE 8 MG-2 MG SL FILM,12496120801,8.61297,01/22/2025,EA,C/I,N,1,B,2.06266,12/11/2024,01/22/2025
SUBOXONE 8 MG-2 MG SL FILM,12496120803,8.61297,01/22/2025,EA,C/I,N,1,B,2.06266,12/11/2024,01/22/2025
SUPREP BOWEL PREP KIT,52268001201,0.3234,01/03/2025,ML,C/I,N,"2, 5",B,0.16356,01/22/2025,01/22/2025
SYMBICORT 160-4.5 MCG INHALER,186037020,22.04916,01/22/2025,GM,C/I,N,"1, 5",B,18.47056,01/22/2025,01/22/2025
SYMBICORT 80-4.5 MCG INHALER,186037220,19.28999,01/22/2025,GM,C/I,N,"1, 5",B,15.71421,01/22/2025,01/22/2025
SYNTHROID 100 MCG TABLET,74662411,1.58772,01/02/2025,EA,C/I,N,"2, 6",B,0.05386,01/22/2025,01/22/2025
SYNTHROID 100 MCG TABLET,74662419,1.58772,01/02/2025,EA,C/I,N,"2, 6",B,0.05386,01/22/2025,01/22/2025
SYNTHROID 100 MCG TABLET,74662490,1.58772,01/02/2025,EA,C/I,N,"2, 6",B,0.05386,01/22/2025,01/22/2025
SYNTHROID 112 MCG TABLET,74929619,1.58747,01/02/2025,EA,C/I,N,"2, 6",B,0.06852,01/22/2025,01/22/2025
SYNTHROID 112 MCG TABLET,74929690,1.58747,01/02/2025,EA,C/I,N,"2, 6",B,0.06852,01/22/2025,01/22/2025
SYNTHROID 125 MCG TABLET,74706811,1.5886,01/02/2025,EA,C/I,N,"2, 6",B,0.07133,01/22/2025,01/22/2025
SYNTHROID 125 MCG TABLET,74706819,1.5886,01/02/2025,EA,C/I,N,"2, 6",B,0.07133,01/22/2025,01/22/2025
SYNTHROID 125 MCG TABLET,74706890,1.5886,01/02/2025,EA,C/I,N,"2, 6",B,0.07133,01/22/2025,01/22/2025
SYNTHROID 137 MCG TABLET,74372719,1.58795,01/02/2025,EA,C/I,N,"2, 6",B,0.07306,01/22/2025,01/22/2025
SYNTHROID 137 MCG TABLET,74372790,1.58795,01/02/2025,EA,C/I,N,"2, 6",B,0.07306,01/22/2025,01/22/2025
SYNTHROID 150 MCG TABLET,74706911,1.58791,01/02/2025,EA,C/I,N,"2, 6",B,0.0713,01/22/2025,01/22/2025
SYNTHROID 150 MCG TABLET,74706919,1.58791,01/02/2025,EA,C/I,N,"2, 6",B,0.0713,01/22/2025,01/22/2025
SYNTHROID 150 MCG TABLET,74706990,1.58791,01/02/2025,EA,C/I,N,"2, 6",B,0.0713,01/22/2025,01/22/2025
SYNTHROID 175 MCG TABLET,74707019,1.58508,01/02/2025,EA,C/I,N,"2, 6",B,0.08637,01/22/2025,01/22/2025
SYNTHROID 175 MCG TABLET,74707090,1.58508,01/02/2025,EA,C/I,N,"2, 6",B,0.08637,01/22/2025,01/22/2025
SYNTHROID 200 MCG TABLET,74714811,1.58692,01/02/2025,EA,C/I,N,"2, 6",B,0.08973,01/22/2025,01/22/2025
SYNTHROID 200 MCG TABLET,74714819,1.58692,01/02/2025,EA,C/I,N,"2, 6",B,0.08973,01/22/2025,01/22/2025
SYNTHROID 200 MCG TABLET,74714890,1.58692,01/02/2025,EA,C/I,N,"2, 6",B,0.08973,01/22/2025,01/22/2025
SYNTHROID 25 MCG TABLET,74434119,1.58769,01/02/2025,EA,C/I,N,"2, 6",B,0.043,01/22/2025,01/22/2025
SYNTHROID 25 MCG TABLET,74434190,1.58769,01/02/2025,EA,C/I,N,"2, 6",B,0.043,01/22/2025,01/22/2025
SYNTHROID 300 MCG TABLET,74714919,1.5811,01/02/2025,EA,C/I,N,"2, 6",B,0.10017,01/22/2025,01/22/2025
SYNTHROID 300 MCG TABLET,74714990,1.5811,01/02/2025,EA,C/I,N,"2, 6",B,0.10017,01/22/2025,01/22/2025
SYNTHROID 50 MCG TABLET,74455211,1.58771,01/02/2025,EA,C/I,N,"2, 6",B,0.05075,01/22/2025,01/22/2025
SYNTHROID 50 MCG TABLET,74455219,1.58771,01/02/2025,EA,C/I,N,"2, 6",B,0.05075,01/22/2025,01/22/2025
SYNTHROID 50 MCG TABLET,74455290,1.58771,01/02/2025,EA,C/I,N,"2, 6",B,0.05075,01/22/2025,01/22/2025
SYNTHROID 75 MCG TABLET,74518211,1.58846,01/02/2025,EA,C/I,N,"2, 6",B,0.05079,01/22/2025,01/22/2025
SYNTHROID 75 MCG TABLET,74518219,1.58846,01/02/2025,EA,C/I,N,"2, 6",B,0.05079,01/22/2025,01/22/2025
SYNTHROID 75 MCG TABLET,74518290,1.58846,01/02/2025,EA,C/I,N,"2, 6",B,0.05079,01/22/2025,01/22/2025
SYNTHROID 88 MCG TABLET,74659419,1.58838,01/02/2025,EA,C/I,N,"2, 6",B,0.05802,01/22/2025,01/22/2025
SYNTHROID 88 MCG TABLET,74659490,1.58838,01/02/2025,EA,C/I,N,"2, 6",B,0.05802,01/22/2025,01/22/2025
SYSTANE 0.3-0.4% EYE DROP,65043133,0.36489,01/22/2025,EA,C/I,Y,"1, 5, 6",B,0.17733,01/22/2025,01/22/2025
SYSTANE 0.4-0.3% EYE DROP,65042915,0.69288,01/22/2025,ML,C/I,Y,"1, 5, 6",B,0.36469,01/22/2025,01/22/2025
SYSTANE HYDRATION PF 0.4-0.3%,65143704,0.36489,01/22/2025,EA,C/I,Y,"1, 5, 6",B,0.17733,01/22/2025,01/22/2025
SYSTANE ULTRA 0.4-0.3% EYE DRP,65143206,0.44031,01/22/2025,EA,C/I,Y,"1, 5, 6",B,0.19552,01/22/2025,01/22/2025
TACLONEX 0.005%-0.064% SUSPENSION,50222050106,20.7719,01/22/2025,GM,C/I,N,"1, 5",B,1.50879,01/22/2025,01/22/2025
TAMIFLU 75 MG CAPSULE,4080085,14.59764,01/22/2025,EA,C/I,N,1,B,0.99337,01/22/2025,01/22/2025
TAYTULLA 1 MG-20 MCG CAPSULE,23586228,8.58463,01/02/2025,EA,C/I,N,2,B,0.79458,01/22/2025,01/22/2025
TAYTULLA 1 MG-20 MCG CAPSULE,23586230,8.58463,01/02/2025,EA,C/I,N,2,B,0.79458,01/22/2025,01/22/2025
TEGRETOL 100 MG/5 ML SUSP,78050883,0.42342,01/14/2025,ML,C/I,N,"3, 5",B,0.1159,01/22/2025,01/22/2025
TEGRETOL 200 MG TABLET,78050905,2.96126,01/14/2025,EA,C/I,N,3,B,0.12772,01/22/2025,01/22/2025
TEGRETOL XR 100 MG TABLET,78051005,1.58674,01/14/2025,EA,C/I,N,3,B,0.22276,01/22/2025,01/22/2025
TEGRETOL XR 200 MG TABLET,78051105,3.16506,01/14/2025,EA,C/I,N,3,B,0.34948,01/22/2025,01/22/2025
TEGRETOL XR 400 MG TABLET,78051205,6.32899,01/14/2025,EA,C/I,N,3,B,0.58679,01/22/2025,01/22/2025
TEKTURNA 150 MG TABLET,70839015030,11.07822,01/01/2025,EA,C/I,N,4,B,4.3482,01/22/2025,01/22/2025
TEKTURNA 300 MG TABLET,70839030030,13.84801,01/01/2025,EA,C/I,N,2,B,5.292,01/22/2025,01/22/2025
TENORMIN 25 MG TABLET,52427042990,12.73241,01/22/2025,EA,C/I,N,1,B,0.02075,01/22/2025,01/22/2025
TENORMIN 50 MG TABLET,52427043090,12.76617,01/22/2025,EA,C/I,N,1,B,0.02277,01/22/2025,01/22/2025
TESTIM 1% (50 MG) GEL,66887000105,3.78654,01/22/2025,GM,C/I,N,"1, 5",B,0.70235,01/22/2025,01/22/2025
TIKOSYN 500 MCG CAPSULE,69582043,10.77105,01/01/2025,EA,C/I,N,4,B,0.19088,01/22/2025,01/22/2025
TIKOSYN 500 MCG CAPSULE,69582060,10.77105,01/01/2025,EA,C/I,N,4,B,0.19088,01/22/2025,01/22/2025
TIKOSYN 500 MCG CAPSULE,69582061,10.77105,01/01/2025,EA,C/I,N,4,B,0.19088,01/22/2025,01/22/2025
TIMOPTIC 0.5% OCUDOSE DROP,187149605,10.36269,01/01/2025,EA,C/I,N,"2, 5",B,2.20548,01/22/2025,01/22/2025
TIMOPTIC 0.5% OCUDOSE DROP,24208049968,10.36269,01/01/2025,EA,C/I,N,"2, 5",B,2.20548,01/22/2025,01/22/2025
TOPAMAX 100 MG TABLET,50458064165,17.46324,01/03/2025,EA,C/I,N,2,B,0.05608,01/22/2025,01/22/2025
TOPAMAX 200 MG TABLET,50458064265,20.4772,01/03/2025,EA,C/I,N,2,B,0.09465,01/22/2025,01/22/2025
TOPAMAX 25 MG SPRINKLE CAP,50458064565,7.33487,01/03/2025,EA,C/I,N,2,B,0.43262,01/22/2025,01/22/2025
TOPAMAX 25 MG TABLET,50458063965,6.41955,01/03/2025,EA,C/I,N,2,B,0.02517,01/22/2025,01/22/2025
TOPAMAX 50 MG TABLET,50458064065,12.77309,01/03/2025,EA,C/I,N,2,B,0.03608,01/22/2025,01/22/2025
TOPROL XL 100 MG TABLET,70842011202,1.98832,01/03/2025,EA,C/I,N,2,B,0.10797,01/22/2025,01/22/2025
TOPROL XL 200 MG TABLET,70842011302,3.16491,01/03/2025,EA,C/I,N,2,B,0.14179,01/22/2025,01/22/2025
TOPROL XL 25 MG TABLET,70842011002,1.32394,01/03/2025,EA,C/I,N,2,B,0.05304,01/22/2025,01/22/2025
TOPROL XL 50 MG TABLET,70842011102,1.32418,01/03/2025,EA,C/I,N,2,B,0.05821,01/22/2025,01/22/2025
TOVIAZ ER 4 MG TABLET,69024230,9.26072,01/22/2025,EA,C/I,N,1,B,0.78789,01/22/2025,01/22/2025
TOVIAZ ER 8 MG TABLET,69024430,9.27075,01/22/2025,EA,C/I,N,1,B,0.87167,01/22/2025,01/22/2025
TRANSDERM-SCOP 1 MG/3 DAY PTCH,10019055303,20.32255,01/22/2025,EA,C/I,N,"1, 5",B,5.1835,01/22/2025,01/22/2025
TRANSDERM-SCOP 1 MG/3 DAY PTCH,10019055304,20.32255,01/22/2025,EA,C/I,N,"1, 5",B,5.1835,01/22/2025,01/22/2025
TRAVATAN Z 0.004% EYE DROP,78094640,93.63,01/22/2025,ML,C/I,N,"1, 5",B,14.48089,01/22/2025,01/22/2025
TRAVATAN Z 0.004% EYE DROP,66758009556,93.63,01/22/2025,ML,C/I,N,"1, 5",B,14.48089,01/22/2025,01/22/2025
TRAVATAN Z 0.004% EYE DROP,78094625,94.35047,01/22/2025,ML,C/I,N,"1, 5",B,15.23827,01/22/2025,01/22/2025
TRAVATAN Z 0.004% EYE DROP,66758009575,94.35047,01/22/2025,ML,C/I,N,"1, 5",B,15.23827,01/22/2025,01/22/2025
TRIBENZOR 40-10-25 MG TABLET,713087830,16.1488,09/20/2024,EA,C/I,N,4,B,1.33039,01/22/2025,01/22/2025
TRIBENZOR 40-5-12.5 MG TABLET,713087530,16.25752,09/20/2024,EA,C/I,N,4,B,1.10788,01/22/2025,01/22/2025
TRICOR 145 MG TABLET,74318990,0.99468,01/22/2025,EA,C/I,N,1,B,0.12478,01/22/2025,01/22/2025
TRILEPTAL 150 MG TABLET,78045605,5.59467,01/14/2025,EA,C/I,N,3,B,0.11803,01/22/2025,01/22/2025
TRILEPTAL 300 MG TABLET,78033705,10.21546,01/14/2025,EA,C/I,N,3,B,0.17017,01/22/2025,01/22/2025
TRILEPTAL 300 MG/5 ML SUSP,78035752,1.88363,01/14/2025,ML,C/I,N,"3, 5",B,0.21527,01/22/2025,01/22/2025
TRILEPTAL 600 MG TABLET,78045705,18.79488,01/14/2025,EA,C/I,N,3,B,0.32197,01/22/2025,01/22/2025
TRILIPIX DR 135 MG CAPSULE,74316290,8.63118,11/20/2024,EA,C/I,N,4,B,0.32056,01/22/2025,01/22/2025
TROKENDI XR 100 MG CAPSULE,17772010330,30.34638,01/22/2025,EA,C/I,N,1,B,13.0755,01/22/2025,01/22/2025
TROKENDI XR 200 MG CAPSULE,17772010401,41.58171,01/22/2025,EA,C/I,N,1,B,25.91049,01/22/2025,01/22/2025
TROKENDI XR 200 MG CAPSULE,17772010430,41.58171,01/22/2025,EA,C/I,N,1,B,25.91049,01/22/2025,01/22/2025
TROKENDI XR 25 MG CAPSULE,17772010130,11.74544,01/22/2025,EA,C/I,N,1,B,3.65519,01/22/2025,01/22/2025
TROKENDI XR 50 MG CAPSULE,17772010230,15.29889,01/22/2025,EA,C/I,N,1,B,5.67574,01/22/2025,01/22/2025
TRUVADA 200 MG-300 MG TABLET,61958070101,59.45908,01/22/2025,EA,C/I,N,1,B,0.52584,01/22/2025,01/22/2025
UCERIS 2 MG RECTAL FOAM,65649065103,11.70464,01/22/2025,GM,C/I,N,"1, 5",B,8.83523,01/22/2025,01/22/2025
UCERIS 9 MG ER TABLET,68012030930,57.24322,01/22/2025,EA,C/I,N,1,B,19.79519,01/22/2025,01/22/2025
ULORIC 40 MG TABLET,64764091830,10.56619,01/22/2025,EA,C/I,N,1,B,0.32666,01/22/2025,01/22/2025
ULORIC 80 MG TABLET,64764067730,10.55805,01/22/2025,EA,C/I,N,1,B,0.47417,01/22/2025,01/22/2025
UNITHROID 100 MCG TABLET,60846080501,4.22595,01/22/2025,EA,C/I,N,1,B,0.05386,01/22/2025,01/22/2025
UNITHROID 112 MCG TABLET,60846080601,4.23279,01/22/2025,EA,C/I,N,1,B,0.06852,01/22/2025,01/22/2025
UNITHROID 125 MCG TABLET,60846080701,4.24195,01/22/2025,EA,C/I,N,1,B,0.07133,01/22/2025,01/22/2025
UNITHROID 137 MCG TABLET,60846080801,4.24036,01/22/2025,EA,C/I,N,1,B,0.07306,01/22/2025,01/22/2025
UNITHROID 150 MCG TABLET,60846080901,4.25074,01/22/2025,EA,C/I,N,1,B,0.0713,01/22/2025,01/22/2025
